cf_timestamp_ms,host_monotonic_s,motion.deltaX,motion.deltaY,motion.shutter,motion.squal
189530,1983.066743,1,0,3200,139
189550,1983.086781,0,0,3200,136
189570,1983.105774,1,-1,3200,137
189590,1983.125780,0,0,3200,132
189610,1983.146374,1,0,3200,139
189630,1983.166350,0,0,3200,139
189650,1983.186357,0,-2,3200,139
189670,1983.206350,0,-1,3200,131
189690,1983.226350,0,0,3200,132
189710,1983.246353,0,0,3200,128
189730,1983.266346,0,0,3200,139
189750,1983.286356,0,0,3200,129
189770,1983.306349,0,0,3200,138
189790,1983.326351,0,0,3200,140
189810,1983.346365,0,0,3200,142
189830,1983.366345,1,-1,3200,138
189850,1983.386353,0,0,3200,145
189870,1983.406342,-1,-2,3200,133
189890,1983.426348,0,0,3200,139
189910,1983.446341,0,0,3200,137
189930,1983.466347,0,-1,3200,137
189950,1983.486348,0,0,3200,139
189970,1983.506341,0,-2,3200,138
189990,1983.526341,0,0,3200,143
190010,1983.546371,0,-1,3200,134
190030,1983.566342,0,0,3200,141
190050,1983.586349,0,-1,3200,137
190070,1983.606342,0,0,3200,133
190090,1983.626340,0,-1,3200,137
190110,1983.646338,0,0,3200,143
190130,1983.666337,0,0,3200,142
190150,1983.686348,1,0,3200,140
190170,1983.706334,1,0,3200,137
190190,1983.725339,0,0,3200,137
190210,1983.746340,0,0,3200,142
190230,1983.765787,1,0,3200,140
190250,1983.785763,0,0,3200,137
190270,1983.805755,1,0,3200,143
190290,1983.825757,0,0,3200,146
190310,1983.845751,0,0,3200,141
190330,1983.865758,0,0,3200,139
190350,1983.885759,0,0,3200,140
190370,1983.905757,0,0,3200,140
190390,1983.925754,0,0,3200,137
190410,1983.945760,2,-1,3200,141
190430,1983.965779,0,0,3200,143
190450,1983.985750,0,0,3200,142
190470,1984.005758,0,0,3200,143
190490,1984.025753,0,-1,3200,142
190510,1984.045749,0,0,3200,137
190530,1984.065749,0,-2,3200,138
190550,1984.085747,0,0,3200,147
190570,1984.105748,0,0,3200,151
190590,1984.125748,0,-3,3200,144
190610,1984.145748,0,-1,3200,143
190630,1984.165764,0,0,3200,143
190650,1984.185745,0,0,3200,145
190670,1984.205747,0,0,3200,147
190690,1984.225747,0,0,3200,141
190710,1984.245744,0,0,3200,144
190730,1984.265751,0,0,3200,141
190750,1984.285743,0,-1,3200,141
190770,1984.305742,0,-1,3200,143
190790,1984.325743,0,0,3200,147
190810,1984.345744,0,0,3200,146
190830,1984.365345,0,0,3200,143
190850,1984.385323,1,-1,3200,146
190870,1984.405320,0,0,3200,148
190890,1984.425323,0,0,3200,141
190910,1984.445325,0,-1,3200,146
190930,1984.465327,1,0,3200,140
190950,1984.485317,0,0,3200,140
190970,1984.505332,0,0,3200,138
190990,1984.525322,0,0,3200,142
191010,1984.545318,0,-1,3200,141
191030,1984.565322,0,0,3200,144
191050,1984.585332,0,0,3200,147
191070,1984.605317,0,0,3000,147
191090,1984.625329,0,0,3000,140
191110,1984.645314,0,0,3000,143
191130,1984.665328,-1,0,3000,147
191150,1984.685318,0,-2,3000,146
191170,1984.705313,0,0,3000,139
191190,1984.725317,0,0,3000,142
191210,1984.745310,0,0,3000,140
191230,1984.765322,-1,-1,3000,142
191250,1984.785331,0,-1,3000,143
191270,1984.805312,0,0,3000,144
191290,1984.825325,0,0,3000,142
191310,1984.845280,-2,0,3000,147
191330,1984.866321,0,0,3000,147
191350,1984.885313,0,0,3000,144
191370,1984.905305,0,0,3000,152
191390,1984.925311,0,0,3000,149
191410,1984.945308,0,-1,2813,145
191430,1984.966318,0,0,2813,143
191450,1984.985323,-2,-2,2813,147
191470,1985.005310,0,-1,2813,141
191490,1985.025311,0,-1,2813,140
191510,1985.045306,0,0,2813,144
191530,1985.066317,0,0,2813,140
191550,1985.085305,0,0,2813,142
191570,1985.105341,0,0,2813,144
191590,1985.125307,0,0,2813,139
191610,1985.144310,0,-2,2813,145
191630,1985.165310,0,0,2813,149
191650,1985.184334,1,-1,2813,149
191670,1985.205306,0,-1,2638,148
191690,1985.225308,0,0,2638,146
191710,1985.244308,0,0,2638,143
191730,1985.264304,0,-3,2638,150
191750,1985.284303,0,-1,2638,147
191770,1985.304302,1,-1,2638,146
191790,1985.324307,0,0,2638,148
191810,1985.344298,0,1,2638,142
191830,1985.364303,1,-1,2638,148
191850,1985.384302,0,0,2638,141
191870,1985.404306,0,-1,2638,144
191890,1985.424318,0,-3,2638,144
191910,1985.444296,0,0,2638,139
191930,1985.464296,0,0,2638,150
191950,1985.484298,0,0,2638,155
191970,1985.504293,0,0,2638,152
191990,1985.524303,1,0,2638,151
192010,1985.544293,0,0,2638,151
192030,1985.564295,0,0,2638,155
192050,1985.584292,0,0,2638,150
192070,1985.604301,-1,0,2638,151
192090,1985.624311,0,0,2638,147
192110,1985.644301,0,0,2638,144
192130,1985.664291,0,0,2638,155
192150,1985.684290,0,0,2638,145
192170,1985.704291,0,0,2638,148
192190,1985.724306,0,0,2638,140
192210,1985.744289,0,0,2638,151
192230,1985.764289,0,0,2638,151
192250,1985.784288,0,-2,2638,146
192270,1985.804302,0,0,2638,151
