cf_timestamp_ms,host_monotonic_s,motion.outlierCount,motion.motion,motion.std
68551,1862.174155,0,176,2.0
68571,1862.194135,0,176,2.0
68591,1862.214127,0,176,2.0
68611,1862.234128,0,176,2.0
68631,1862.254132,0,176,2.0
68651,1862.275133,0,176,2.0
68671,1862.294127,0,176,2.0
68691,1862.314125,0,176,2.0
68711,1862.334127,0,176,2.0
68731,1862.354136,0,176,2.0
68751,1862.375176,0,176,2.0
68771,1862.394134,0,48,2.0
68791,1862.414128,0,176,2.0
68811,1862.434127,0,176,2.0
68831,1862.454127,0,176,2.0
68851,1862.475142,0,176,2.0
68871,1862.494123,0,48,2.0
68891,1862.514125,0,176,2.0
68911,1862.534120,0,176,2.0
68931,1862.554126,0,176,2.0
68951,1862.575146,0,176,2.0
68971,1862.594121,0,48,2.0
68991,1862.614119,0,176,2.0
69011,1862.634123,0,48,2.0
69031,1862.654129,0,48,2.0
69051,1862.674137,0,48,2.0
69071,1862.694124,0,176,2.0
69091,1862.714122,0,176,2.0
69111,1862.734124,0,176,2.0
69131,1862.753542,0,176,2.0
69151,1862.774572,0,176,2.0
69171,1862.793546,0,48,2.0
69191,1862.813580,0,176,2.0
69211,1862.833542,0,176,2.0
69231,1862.853539,0,176,2.0
69251,1862.874552,0,176,2.0
69271,1862.893540,0,176,2.0
69291,1862.913536,0,176,2.0
69311,1862.933538,0,48,2.0
69331,1862.953538,0,48,2.0
69351,1862.974565,0,176,2.0
69371,1862.993538,0,176,2.0
69391,1863.013536,0,176,2.0
69411,1863.033545,0,176,2.0
69431,1863.053543,0,176,2.0
69451,1863.073546,0,176,2.0
69471,1863.093537,0,176,2.0
69491,1863.113539,0,48,2.0
69511,1863.133535,0,176,2.0
69531,1863.153533,0,176,2.0
69551,1863.173532,0,176,2.0
69571,1863.193532,0,176,2.0
69591,1863.213533,0,176,2.0
69611,1863.233532,0,176,2.0
69631,1863.253534,0,176,2.0
69651,1863.273531,0,176,2.0
69671,1863.293532,0,176,2.0
69691,1863.313528,0,176,2.0
69711,1863.333530,0,176,2.0
69731,1863.353529,0,176,2.0
69751,1863.373528,0,176,2.0
69771,1863.393531,0,176,2.0
69791,1863.413526,0,176,2.0
69811,1863.433526,0,176,2.0
69831,1863.453529,0,176,2.0
69851,1863.473525,0,176,2.0
69871,1863.493527,0,176,2.0
69891,1863.513524,0,176,2.0
69911,1863.533525,0,176,2.0
69931,1863.553522,0,48,2.0
69951,1863.573526,0,176,2.0
69971,1863.593526,0,176,2.0
69991,1863.613525,0,176,2.0
70011,1863.633523,0,176,2.0
70031,1863.653523,0,176,2.0
70051,1863.673526,0,48,2.0
70071,1863.693522,0,176,2.0
70091,1863.713520,0,176,2.0
70111,1863.732519,0,176,2.0
70131,1863.753519,0,176,2.0
70151,1863.772522,0,176,2.0
70171,1863.792522,0,48,2.0
70191,1863.812517,0,176,2.0
70211,1863.832517,0,48,2.0
70231,1863.852516,0,176,2.0
70251,1863.872523,0,176,2.0
70271,1863.892518,0,176,2.0
70291,1863.912516,0,176,2.0
70311,1863.932514,0,176,2.0
70331,1863.952515,0,176,2.0
70351,1863.972514,0,176,2.0
70371,1863.992513,0,176,2.0
70391,1864.012527,0,176,2.0
70411,1864.032512,0,48,2.0
70431,1864.052511,0,176,2.0
70451,1864.072519,0,176,2.0
70471,1864.093102,0,176,2.0
70491,1864.113093,0,176,2.0
70511,1864.133098,0,176,2.0
70531,1864.153096,0,176,2.0
70551,1864.173093,0,176,2.0
70571,1864.193094,0,176,2.0
70591,1864.213091,0,176,2.0
70611,1864.233092,0,176,2.0
70631,1864.253092,0,176,2.0
70651,1864.273089,0,176,2.0
70671,1864.292513,0,176,2.0
70691,1864.312512,0,176,2.0
70711,1864.332512,0,176,2.0
70731,1864.352505,0,48,2.0
70751,1864.372512,0,176,2.0
70771,1864.392508,0,176,2.0
70791,1864.412508,0,176,2.0
70811,1864.432508,0,176,2.0
70831,1864.452503,0,176,2.0
70851,1864.472509,0,176,2.0
70871,1864.492499,0,176,2.0
70891,1864.512503,0,176,2.0
70911,1864.532504,0,176,2.0
70931,1864.552501,0,176,2.0
70951,1864.572510,0,176,2.0
70971,1864.592505,0,48,2.0
70991,1864.612499,0,176,2.0
71011,1864.632502,0,176,2.0
71031,1864.652500,0,176,2.0
71051,1864.672523,0,176,2.0
71071,1864.692501,0,176,2.0
71091,1864.712517,0,176,2.0
71111,1864.732507,0,176,2.0
71131,1864.752494,0,176,2.0
71151,1864.772495,0,176,2.0
71171,1864.792500,0,176,2.0
71191,1864.812500,0,176,2.0
71211,1864.832496,0,176,2.0
71231,1864.852494,0,176,2.0
71251,1864.872496,0,176,2.0
71271,1864.892495,0,176,2.0
71291,1864.912516,0,176,2.0
71311,1864.932494,0,176,2.0
71331,1864.952511,0,176,2.0
71351,1864.972494,0,176,2.0
71371,1864.992493,0,176,2.0
71391,1865.012492,0,176,2.0
71411,1865.032491,0,176,2.0
71431,1865.052488,0,48,2.0
71451,1865.072489,0,176,2.0
71471,1865.092491,0,48,2.0
