Timestamp,sensorFilter.baro0,sensorFilter.baroDDec,sensorFilter.baroDec,sensorFilter.surfReason,sensorFilter.surfState
587995,0.5212669372558594,0.0,0.0,6,1
588015,0.5212669372558594,0.0,0.0,6,1
588035,0.5212669372558594,0.0,0.0,6,1
588055,0.5212669372558594,0.0,0.0,6,1
588075,0.5212669372558594,0.0,0.0,8,1
588095,0.5212669372558594,0.0,0.0,8,1
588115,0.5212669372558594,0.0,0.0,8,1
588135,0.5212669372558594,0.0,0.0,6,1
588155,0.5212669372558594,0.0,0.0,6,1
588175,0.5212669372558594,0.0,0.0,6,1
588195,0.5212669372558594,0.0,0.0,6,1
588215,0.5212669372558594,0.0,0.0,6,1
588235,0.5212669372558594,0.0,0.0,6,1
588255,0.5212669372558594,0.0,0.0,6,1
588275,0.5212669372558594,0.0,0.0,6,1
588295,0.5212669372558594,0.0,0.0,8,1
588315,0.5212669372558594,0.0,0.0,8,1
588335,0.5212669372558594,0.0,0.0,8,1
588355,0.5212669372558594,0.0,0.0,8,1
588375,0.5212669372558594,0.0,0.0,8,1
588395,0.5212669372558594,0.0,0.0,8,1
588415,0.5212669372558594,0.0,0.0,8,1
588435,0.5212669372558594,0.0,0.0,8,1
588455,0.5212669372558594,0.0,0.0,8,1
588475,0.5212669372558594,0.0,0.0,8,1
588495,0.5212669372558594,0.0,0.0,8,1
588515,0.5212669372558594,0.0,0.0,8,1
588535,0.5212669372558594,0.0,0.0,8,1
588555,0.5212669372558594,0.0,0.0,8,1
588575,0.5212669372558594,0.0,0.0,8,1
588595,0.5212669372558594,0.0,0.0,8,1
588615,0.5212669372558594,0.0,0.0,8,1
588635,0.5212669372558594,0.0,0.0,8,1
588655,0.5212669372558594,0.0,0.0,8,1
588675,0.5212669372558594,0.0,0.0,8,1
588695,0.5212669372558594,0.0,0.0,8,1
588715,0.5212669372558594,0.0,0.0,8,1
588735,0.5212669372558594,0.0,0.0,8,1
588755,0.5212669372558594,0.0,0.0,8,1
588775,0.5212669372558594,0.0,0.0,8,1
588795,0.5212669372558594,0.0,0.0,8,1
588815,0.5212669372558594,0.0,0.0,8,1
588835,0.5212669372558594,0.0,0.0,6,1
588855,0.5212669372558594,0.0,0.0,6,1
588875,0.5212669372558594,0.0,0.0,6,1
588895,0.5212669372558594,0.0,0.0,8,1
588915,0.5212669372558594,0.0,0.0,6,1
588935,0.5212669372558594,0.0,0.0,6,1
588955,0.5212669372558594,0.0,0.0,6,1
588975,0.5212669372558594,0.0,0.0,6,1
588995,0.5212669372558594,0.0,0.0,6,1
589015,0.5212669372558594,0.0,0.0,6,1
589035,0.5212669372558594,0.0,0.0,6,1
589055,0.5212669372558594,0.0,0.0,6,1
589075,0.5212669372558594,0.0,0.0,8,1
589095,0.5212669372558594,0.0,0.0,6,1
589115,0.5212669372558594,0.0,0.0,6,1
589135,0.5212669372558594,0.0,0.0,6,1
589155,0.5212669372558594,0.0,0.0,6,1
589175,0.5212669372558594,0.0,0.0,6,1
589195,0.5212669372558594,0.0,0.0,6,1
589215,0.5212669372558594,0.0,0.0,6,1
589235,0.5212669372558594,0.0,0.0,6,1
589255,0.5212669372558594,0.0,0.0,6,1
589275,0.5212669372558594,0.0,0.0,6,1
589295,0.5212669372558594,0.0,0.0,6,1
589315,0.5212669372558594,0.0,0.0,6,1
589335,0.5212669372558594,0.0,0.0,6,1
589355,0.5212669372558594,0.0,0.0,6,1
589375,0.5212669372558594,0.0,0.0,6,1
589395,0.5212669372558594,0.0,0.0,6,1
589415,0.5212669372558594,0.0,0.0,6,1
589435,0.5212669372558594,0.0,0.0,8,1
589455,0.5212669372558594,0.0,0.0,8,1
589475,0.5212669372558594,0.0,0.0,8,1
589495,0.5212669372558594,0.0,0.0,8,1
589515,0.5212669372558594,0.0,0.0,6,1
589535,0.5212669372558594,0.0,0.0,6,1
589555,0.5212669372558594,0.0,0.0,6,1
589575,0.5212669372558594,0.0,0.0,6,1
589595,0.5212669372558594,0.0,0.0,6,1
589615,0.5212669372558594,0.0,0.0,6,1
589635,0.5212669372558594,0.0,0.0,8,1
589655,0.5212669372558594,0.0,0.0,8,1
589675,0.5212669372558594,0.0,0.0,8,1
589695,0.5212669372558594,0.0,0.0,8,1
589715,0.5212669372558594,0.0,0.0,6,1
589735,0.5212669372558594,0.0,0.0,6,1
589755,0.5212669372558594,0.0,0.0,6,1
589775,0.5212669372558594,0.0,0.0,6,1
589795,0.5212669372558594,0.0,0.0,6,1
589815,0.5212669372558594,0.0,0.0,6,1
589835,0.5212669372558594,0.0,0.0,6,1
589855,0.5212669372558594,0.0,0.0,6,1
589875,0.5212669372558594,0.0,0.0,6,1
589895,0.5212669372558594,0.0,0.0,6,1
589915,0.5212669372558594,0.0,0.0,8,1
589935,0.5212669372558594,0.0,0.0,8,1
589955,0.5212669372558594,0.0,0.0,8,1
589975,0.5212669372558594,0.0,0.0,8,1
589995,0.5212669372558594,0.0,0.0,8,1
590015,0.5212669372558594,0.0,0.0,6,1
590035,0.5212669372558594,0.0,0.0,8,1
590055,0.5212669372558594,0.0,0.0,8,1
590075,0.5212669372558594,0.0,0.0,6,1
