Timestamp,sensorFilter.flowLocal,sensorFilter.surfBaroD,sensorFilter.surfCand,sensorFilter.surfOffset,sensorFilter.surfReason,sensorFilter.surfState
4991980,0,0.21872234344482422,-0.14990493655204773,0.0,8,1
4992000,0,0.21872234344482422,-0.14990493655204773,0.0,8,1
4992020,0,0.13396739959716797,-0.14990493655204773,0.0,8,1
4992040,0,0.13396739959716797,-0.14990493655204773,0.0,8,1
4992060,0,0.07381820678710938,-0.14990493655204773,0.0,6,1
4992080,0,0.07381820678710938,-0.14990493655204773,0.0,6,1
4992100,0,0.046478271484375,-0.1500093638896942,0.0,6,1
4992120,0,0.046478271484375,-0.1500093638896942,0.0,6,1
4992140,0,0.030074119567871094,-0.1508813202381134,0.0,6,1
4992160,0,0.030074119567871094,-0.1508813202381134,0.0,6,1
4992180,0,0.04374408721923828,-0.1500093638896942,0.0,6,1
4992200,0,0.04374408721923828,-0.1500093638896942,0.0,6,1
4992220,0,0.04374408721923828,-0.1500093638896942,0.0,6,1
4992240,0,0.030074119567871094,-0.1500093638896942,0.0,6,1
4992260,0,0.030074119567871094,-0.1500093638896942,0.0,6,1
4992280,0,-0.046478271484375,-0.14991095662117004,0.0,6,1
4992300,0,-0.046478271484375,-0.14991095662117004,0.0,6,1
4992320,0,0.035541534423828125,-0.14984533190727234,0.0,6,1
4992340,0,0.035541534423828125,-0.14984533190727234,0.0,6,1
4992360,0,0.0929574966430664,-0.14977732300758362,0.0,8,1
4992380,0,0.0929574966430664,-0.14977732300758362,0.0,8,1
4992400,0,0.09842491149902344,-0.14879867434501648,0.0,8,1
4992420,0,0.09842491149902344,-0.14879867434501648,0.0,8,1
4992440,0,0.2323923110961914,-0.14977732300758362,0.0,8,1
4992460,0,0.2323923110961914,-0.14977732300758362,0.0,8,1
4992480,0,0.06561660766601562,-0.14977732300758362,0.0,6,1
4992500,0,0.06561660766601562,-0.14977732300758362,0.0,6,1
4992520,0,0.06561660766601562,-0.14977732300758362,0.0,6,1
4992540,0,-0.04921245574951172,-0.149898499250412,0.0,6,1
4992560,0,-0.04921245574951172,-0.149898499250412,0.0,6,1
4992580,0,0.010936737060546875,-0.15071210265159607,0.0,6,1
4992600,0,0.010936737060546875,-0.15071210265159607,0.0,6,1
4992620,0,-0.06834983825683594,-0.15071210265159607,0.0,6,1
4992640,0,-0.06834983825683594,-0.15071210265159607,0.0,6,1
4992660,0,-0.06561660766601562,-0.149898499250412,0.0,6,1
4992680,0,-0.06561660766601562,-0.149898499250412,0.0,6,1
4992700,0,-0.008202552795410156,-0.14967909455299377,0.0,6,1
4992720,0,-0.008202552795410156,-0.14967909455299377,0.0,6,1
4992740,0,0.13123226165771484,-0.14877453446388245,0.0,8,1
4992760,0,0.13123226165771484,-0.14877453446388245,0.0,8,1
4992780,0,0.13123226165771484,-0.14877453446388245,0.0,8,1
4992800,0,0.1367015838623047,-0.14877453446388245,0.0,8,1
4992820,0,0.1367015838623047,-0.14877453446388245,0.0,8,1
4992840,0,0.06561660766601562,-0.14877453446388245,0.0,6,1
4992860,0,0.06561660766601562,-0.14877453446388245,0.0,6,1
4992880,0,0.05194664001464844,-0.1477685272693634,0.0,6,1
4992900,0,0.05194664001464844,-0.1477685272693634,0.0,6,1
4992920,0,0.02734088897705078,-0.1470649540424347,0.0,6,1
4992940,0,0.02734088897705078,-0.1470649540424347,0.0,6,1
4992960,0,-0.0027332305908203125,-0.1470649540424347,0.0,6,1
4992980,0,-0.0027332305908203125,-0.1470649540424347,0.0,6,1
4993000,0,0.0027341842651367188,-0.1470288336277008,0.0,6,1
4993020,0,0.0027341842651367188,-0.1470288336277008,0.0,6,1
4993040,0,0.0,-0.1470288336277008,0.0,6,1
4993060,0,0.0,-0.1470288336277008,0.0,6,1
4993080,0,0.0,-0.1470288336277008,0.0,6,1
4993100,0,0.1093606948852539,-0.1470649540424347,0.0,8,1
4993120,0,0.1093606948852539,-0.1470649540424347,0.0,8,1
4993140,0,0.09842491149902344,-0.1470387876033783,0.0,8,1
4993160,0,0.09842491149902344,-0.1470387876033783,0.0,8,1
4993180,0,0.04374408721923828,-0.14300939440727234,0.0,6,1
4993200,0,0.04374408721923828,-0.14300939440727234,0.0,6,1
4993220,0,0.05194664001464844,-0.1470508873462677,0.0,6,1
4993240,0,0.05194664001464844,-0.1470508873462677,0.0,6,1
4993260,0,0.08748817443847656,-0.14489200711250305,0.0,8,1
4993280,0,0.08748817443847656,-0.14489200711250305,0.0,8,1
4993300,0,0.030074119567871094,-0.14590486884117126,0.0,6,1
4993320,0,0.030074119567871094,-0.14590486884117126,0.0,6,1
4993340,0,0.08748817443847656,-0.14590486884117126,0.0,8,1
4993360,0,0.08748817443847656,-0.14590486884117126,0.0,8,1
4993380,0,0.08748817443847656,-0.14590486884117126,0.0,8,1
4993400,0,0.021871566772460938,-0.1470508873462677,0.0,6,1
4993420,0,0.021871566772460938,-0.1470508873462677,0.0,6,1
4993440,0,-0.04100990295410156,-0.1461457908153534,0.0,6,1
4993460,0,-0.04100990295410156,-0.1461457908153534,0.0,6,1
4993480,0,0.030074119567871094,-0.14799639582633972,0.0,6,1
4993500,0,0.030074119567871094,-0.14799639582633972,0.0,6,1
4993520,0,0.1066274642944336,-0.14805933833122253,0.0,8,1
4993540,0,0.1066274642944336,-0.14805933833122253,0.0,8,1
